Input Type,n,Trial,Algorithm,Time,Comparisons,Swaps/Data Movements,Recursive Calls,Max Recursion Depth,Peak Memory Bytes,Constant c
random,1000,7,Quick Sort,0.03125130000989884,11647,5594,1345,23,10168,3.135859568824541e-06
random,1000,8,Heap Sort,0.05645630008075386,16838,9075,9575,10,8788,5.665013256171252e-06
random,1000,8,Merge Sort,0.03585830004885793,8717,9976,1999,11,27152,3.5981413027418124e-06
random,1000,8,Quick Sort,0.02743339992593974,10490,4682,1327,20,9976,2.7527587535846335e-06
random,1000,9,Heap Sort,0.05380979995243251,16882,9101,9601,10,8788,5.3994546154534844e-06
random,1000,9,Merge Sort,0.030005899956449866,8731,9976,1999,11,27152,3.0108919779279854e-06
random,1000,9,Quick Sort,0.037256999989040196,12220,6672,1343,25,10360,3.738491515051239e-06
random,1000,10,Heap Sort,0.057094500050880015,16855,9057,9557,10,8788,5.729052367584528e-06
random,1000,10,Merge Sort,0.02984700002707541,8710,9976,1999,11,27152,2.9949474295777856e-06
random,1000,10,Quick Sort,0.03261320001911372,10242,5216,1319,22,10168,3.2725171534474514e-06
sorted,100,1,Heap Sort,0.0020807000109925866,1081,640,690,7,1200,3.13176557643572e-06
sorted,100,1,Merge Sort,0.0014456999488174915,316,672,199,8,4120,2.1759952466197366e-06
sorted,100,1,Quick Sort,0.006762399920262396,4950,0,199,100,1544,1.017842609337348e-05
sorted,100,2,Heap Sort,0.0026126999873667955,1081,640,690,7,1352,3.932505329341551e-06
sorted,100,2,Merge Sort,0.0012490999652072787,316,672,199,8,3824,1.880082785551131e-06
sorted,100,2,Quick Sort,0.010052999947220087,4950,0,199,100,1352,1.5131272652608332e-05
sorted,100,3,Heap Sort,0.0025466999504715204,1081,640,690,7,1352,3.833165375239515e-06
sorted,100,3,Merge Sort,0.0015393000794574618,316,672,199,8,4120,2.3168774812232285e-06
sorted,100,3,Quick Sort,0.00509380002040416,4950,0,199,100,1544,7.666932990277259e-06
sorted,100,4,Heap Sort,0.0038760999450460076,1081,640,690,7,1352,5.834111748251788e-06
sorted,100,4,Merge Sort,0.0017488000448793173,316,672,199,8,4120,2.6322063496359553e-06
sorted,100,4,Quick Sort,0.005628000013530254,4950,0,199,100,1544,8.470984098349494e-06
sorted,100,5,Heap Sort,0.0031349000055342913,1081,640,690,7,1352,4.718494675365012e-06
sorted,100,5,Merge Sort,0.005149399978108704,316,672,199,8,4120,7.75061926541084e-06
sorted,100,5,Quick Sort,0.006159899989143014,4950,0,199,100,1544,9.271573335111398e-06
sorted,100,6,Heap Sort,0.002593700075522065,1081,640,690,7,1352,3.903907612440375e-06
sorted,100,6,Merge Sort,0.001699600019492209,316,672,199,8,4120,2.5581529324912104e-06
sorted,100,6,Quick Sort,0.006037699989974499,4950,0,199,100,1544,9.087644009012215e-06
sorted,100,7,Heap Sort,0.003813199931755662,1081,640,690,7,1352,5.739437794611502e-06
sorted,100,7,Merge Sort,0.0015528000658378005,316,672,199,8,4120,2.3371969854309143e-06
sorted,100,7,Quick Sort,0.009079499985091388,4950,0,199,100,1544,1.366600920571589e-05
sorted,100,8,Heap Sort,0.0025182999670505524,1081,640,690,7,1352,3.7904191408091593e-06
sorted,100,8,Merge Sort,0.0015595000004395843,316,672,199,8,4120,2.347281391851534e-06
sorted,100,8,Quick Sort,0.006330200005322695,4950,0,199,100,1544,9.527900400772124e-06
sorted,100,9,Heap Sort,0.0035831999266520143,1081,640,690,7,1352,5.393253291916168e-06
sorted,100,9,Merge Sort,0.0015456000110134482,316,672,199,8,4120,2.3263598230681382e-06
sorted,100,9,Quick Sort,0.00663459999486804,4950,0,199,100,1544,9.98606803843688e-06
sorted,100,10,Heap Sort,0.002598899998702109,1081,640,690,7,1352,3.911734276702083e-06
sorted,100,10,Merge Sort,0.001563300029374659,316,672,199,8,4120,2.3530010053207768e-06
sorted,100,10,Quick Sort,0.005750799900852144,4950,0,199,100,1544,8.655816346089722e-06
sorted,200,1,Heap Sort,0.007884399965405464,2587,1488,1588,8,2064,5.157344519349094e-06
sorted,200,1,Merge Sort,0.0057969000190496445,732,1544,399,9,6760,3.791868838927285e-06
sorted,200,1,Quick Sort,0.027849899954162538,19900,0,399,200,2376,1.82171794332144e-05
sorted,200,2,Heap Sort,0.0067888000048696995,2587,1488,1588,8,2064,4.440690560054725e-06
sorted,200,2,Merge Sort,0.004574499907903373,732,1544,399,9,6632,2.992272352024843e-06
sorted,200,2,Quick Sort,0.029437199933454394,19900,0,399,200,2360,1.9255464259540152e-05
sorted,200,3,Heap Sort,0.010938600054942071,2587,1488,1588,8,2288,7.155158197229538e-06
sorted,200,3,Merge Sort,0.00455139996483922,732,1544,399,9,6712,2.9771622148829022e-06
sorted,200,3,Quick Sort,0.033203599974513054,19900,0,399,200,150063,2.171914224323706e-05
sorted,200,4,Heap Sort,0.00741669989656657,2587,1488,1588,8,2200,4.8514125020352794e-06
sorted,200,4,Merge Sort,0.0037496000295504928,732,1544,399,9,6760,2.4526887584347654e-06
sorted,200,4,Quick Sort,0.031627400079742074,19900,0,399,200,2376,2.068811820534406e-05
sorted,200,5,Heap Sort,0.0103388000279665,2587,1488,1588,8,2200,6.762816941661483e-06
sorted,200,5,Merge Sort,0.0052035999251529574,732,1544,399,9,6760,3.4037793202558377e-06
sorted,200,5,Quick Sort,0.03196509997360408,19900,0,399,200,2376,2.09090144947809e-05
sorted,200,6,Heap Sort,0.008129899972118437,2587,1488,1588,8,2200,5.317931009085375e-06
sorted,200,6,Merge Sort,0.004112800001166761,732,1544,399,9,6760,2.690265161364824e-06
sorted,200,6,Quick Sort,0.02883800002746284,19900,0,399,200,2376,1.886351555517212e-05
sorted,200,7,Heap Sort,0.007367899990640581,2587,1488,1588,8,2200,4.819491502532914e-06
sorted,200,7,Merge Sort,0.005253800074569881,732,1544,399,9,6760,3.436616247175052e-06
sorted,200,7,Quick Sort,0.02708949998486787,19900,0,399,200,2376,1.771978652679639e-05
sorted,200,8,Heap Sort,0.007507600006647408,2587,1488,1588,8,2200,4.9108720914258e-06
sorted,200,8,Merge Sort,0.005217800033278763,732,1544,399,9,6760,3.4130678964490956e-06
sorted,200,8,Quick Sort,0.03797449998091906,19900,0,399,200,2376,2.483988384797061e-05
sorted,200,9,Heap Sort,0.0074498000321909785,2587,1488,1588,8,2200,4.873063966167144e-06
sorted,200,9,Merge Sort,0.004266900010406971,732,1544,399,9,6760,2.7910650753181704e-06
sorted,200,9,Quick Sort,0.027656400110572577,19900,0,399,200,2376,1.809060729554859e-05
sorted,200,10,Heap Sort,0.010267400066368282,2587,1488,1588,8,2200,6.7161127914095915e-06
sorted,200,10,Merge Sort,0.005509300041012466,732,1544,399,9,6760,3.6037439116020533e-06
sorted,200,10,Quick Sort,0.02644349995534867,19900,0,399,200,2376,1.7297224920794853e-05
sorted,300,1,Heap Sort,0.011916400049813092,4232,2410,2560,9,2988,4.827100340083359e-06
sorted,300,1,Merge Sort,0.00695910002104938,1180,2488,599,10,9440,2.81899516111063e-06
sorted,300,1,Quick Sort,0.07998120004776865,44850,0,599,300,157824,3.2398818127704164e-05
sorted,300,2,Heap Sort,0.01259049994405359,4232,2410,2560,9,3012,5.1001650085349276e-06
sorted,300,2,Merge Sort,0.009006100008264184,1180,2488,599,10,9248,3.6481947761898664e-06
sorted,300,2,Quick Sort,0.07346430001780391,44850,0,599,300,7320,2.9758949524818055e-05
sorted,300,3,Heap Sort,0.01830679993145168,4232,2410,2560,9,3124,7.41572620972342e-06
sorted,300,3,Merge Sort,0.006247300072573125,1180,2488,599,10,9440,2.530658938845673e-06
sorted,300,3,Quick Sort,0.07696720003150403,44850,0,599,300,7320,3.117790573447259e-05
sorted,300,4,Heap Sort,0.01305730000603944,4232,2410,2560,9,3124,5.289256573818369e-06
sorted,300,4,Merge Sort,0.00835919997189194,1180,2488,599,10,9440,3.386148237594397e-06
sorted,300,4,Quick Sort,0.07511460001114756,44850,0,599,300,7320,3.042745373966553e-05
sorted,300,5,Heap Sort,0.011510300100781024,4232,2410,2560,9,3124,4.662597202064652e-06
sorted,300,5,Merge Sort,0.006961800041608512,1180,2488,599,10,9440,2.8200888865734155e-06
sorted,300,5,Quick Sort,0.08853339997585863,44850,0,599,300,7320,3.5863146868664114e-05
sorted,300,6,Heap Sort,0.01489019999280572,4232,2410,2560,9,3124,6.031728470739709e-06
sorted,300,6,Merge Sort,0.00654420000500977,1180,2488,599,10,9440,2.6509272882502514e-06
sorted,300,6,Quick Sort,0.08154749998357147,44850,0,599,300,7320,3.303329556394171e-05
sorted,300,7,Heap Sort,0.015265699941664934,4232,2410,2560,9,3124,6.18383614782865e-06
sorted,300,7,Merge Sort,0.006452700006775558,1180,2488,599,10,9440,2.613862430512371e-06
sorted,300,7,Quick Sort,0.07728990004397929,44850,0,599,300,7320,3.1308625191141776e-05
sorted,300,8,Heap Sort,0.013802099972963333,4232,2410,2560,9,3124,5.590960457424457e-06
sorted,300,8,Merge Sort,0.008346599992364645,1180,2488,599,10,9440,3.381044232592299e-06
sorted,300,8,Quick Sort,0.07653459999710321,44850,0,599,300,7320,3.100266793073596e-05
sorted,300,9,Heap Sort,0.012856699991971254,4232,2410,2560,9,3124,5.207997435816833e-06
sorted,300,9,Merge Sort,0.01038729993160814,1180,2488,599,10,9440,4.207691821591703e-06
sorted,300,9,Quick Sort,0.08183509996160865,44850,0,599,300,7320,3.314979668390981e-05
sorted,300,10,Heap Sort,0.013563200016506016,4232,2410,2560,9,3124,5.494186762664259e-06
sorted,300,10,Merge Sort,0.007951500010676682,1180,2488,599,10,9440,3.2209969659681134e-06
sorted,300,10,Quick Sort,0.07282709993887693,44850,0,599,300,7320,2.9500832249060953e-05
sorted,400,1,Heap Sort,0.018563600024208426,5984,3372,3572,9,3788,5.369015754267259e-06
sorted,400,1,Merge Sort,0.011596000054851174,1664,3488,799,10,11672,3.3538272156149172e-06
sorted,400,1,Quick Sort,0.2980208999942988,79800,0,799,400,167832,8.619442915618018e-05
sorted,400,2,Heap Sort,0.018421799992211163,5984,3372,3572,9,3924,5.328003956730355e-06
sorted,400,2,Merge Sort,0.009511600015684962,1664,3488,799,10,11672,2.750971269899405e-06
sorted,400,2,Quick Sort,0.17642989999148995,79800,0,799,400,17720,5.102754375998244e-05
sorted,400,3,Heap Sort,0.01854939991608262,5984,3372,3572,9,3924,5.364908759711229e-06
sorted,400,3,Merge Sort,0.009516700054518878,1664,3488,799,10,11672,2.7524463172399508e-06
sorted,400,3,Quick Sort,0.18524129991419613,79800,0,799,400,17720,5.3576001221922184e-05
sorted,400,4,Heap Sort,0.021902300068177283,5984,3372,3572,9,3924,6.334643817329664e-06
sorted,400,4,Merge Sort,0.010091500007547438,1664,3488,799,10,11672,2.918691549810028e-06
sorted,400,4,Quick Sort,0.17420810007024556,79800,0,799,400,17720,5.038494864026242e-05
sorted,400,5,Heap Sort,0.018073100014589727,5984,3372,3572,9,3924,5.227151984541735e-06
sorted,400,5,Merge Sort,0.011013500043191016,1664,3488,799,10,11672,3.1853549507855844e-06
sorted,400,5,Quick Sort,0.17763479996938258,79800,0,799,400,17720,5.137602826488373e-05
sorted,400,6,Heap Sort,0.02087699994444847,5984,3372,3572,9,3924,6.038103679103598e-06
sorted,400,6,Merge Sort,0.009038500022143126,1664,3488,799,10,11672,2.6141399809599e-06
sorted,400,6,Quick Sort,0.17519259999971837,79800,0,799,400,17720,5.066968843343407e-05
sorted,400,7,Heap Sort,0.02229240001179278,5984,3372,3572,9,3924,6.447469602214009e-06
sorted,400,7,Merge Sort,0.012375200050882995,1664,3488,799,10,11672,3.579189594084835e-06
sorted,400,7,Quick Sort,0.17327830009162426,79800,0,799,400,17720,5.011602931820069e-05
sorted,400,8,Heap Sort,0.023589399992488325,5984,3372,3572,9,3924,6.822591524715981e-06
sorted,400,8,Merge Sort,0.009448400000110269,1664,3488,799,10,11672,2.7326923865552278e-06
sorted,400,8,Quick Sort,0.18091949995141476,79800,0,799,400,17720,5.2326038280644354e-05
sorted,400,9,Heap Sort,0.020034800050780177,5984,3372,3572,9,3924,5.794520295953212e-06
sorted,400,9,Merge Sort,0.01049549994058907,1664,3488,799,10,11672,3.035537528089822e-06
sorted,400,9,Quick Sort,0.1685197000624612,79800,0,799,400,17720,4.873973385333853e-05
sorted,400,10,Heap Sort,0.022908400045707822,5984,3372,3572,9,3924,6.625630836156026e-06
sorted,400,10,Merge Sort,0.009979200083762407,1664,3488,799,10,11672,2.886211855180831e-06
sorted,400,10,Quick Sort,0.1689891000278294,79800,0,799,400,17720,4.887549500989372e-05
sorted,500,1,Heap Sort,0.024811399984173477,7756,4354,4604,9,4588,5.5346859117765615e-06
sorted,500,1,Merge Sort,0.012838199967518449,2216,4488,999,10,14272,2.863820845986885e-06
sorted,500,1,Quick Sort,0.36501559999305755,124750,0,999,500,178232,8.142413165516276e-05
sorted,500,2,Heap Sort,0.023425799910910428,7756,4354,4604,9,4724,5.22559971713469e-06
sorted,500,2,Merge Sort,0.012237299932166934,2216,4488,999,10,14272,2.7297779075727888e-06
sorted,500,2,Quick Sort,0.34495570010039955,124750,0,999,500,28120,7.694936419349746e-05
sorted,500,3,Heap Sort,0.02460070000961423,7756,4354,4604,9,4724,5.487685009709422e-06
sorted,500,3,Merge Sort,0.013725099968723953,2216,4488,999,10,14272,3.0616618765195374e-06
sorted,500,3,Quick Sort,0.34708709991537035,124750,0,999,500,28120,7.74248161444477e-05
sorted,500,4,Heap Sort,0.02537259995006025,7756,4354,4604,9,4724,5.659872944626956e-06
sorted,500,4,Merge Sort,0.012398299993947148,2216,4488,999,10,14272,2.765692236240196e-06
sorted,500,4,Quick Sort,0.3743601000169292,124750,0,999,500,28120,8.350861188069249e-05
sorted,500,5,Heap Sort,0.029539200011640787,7756,4354,4604,9,4724,6.589317581993128e-06
sorted,500,5,Merge Sort,0.013176099979318678,2216,4488,999,10,14272,2.939196295824169e-06
sorted,500,5,Quick Sort,0.33376029995270073,124750,0,999,500,28120,7.445200316132295e-05
sorted,500,6,Heap Sort,0.024527099914848804,7756,4354,4604,9,4724,5.471267016050723e-06
sorted,500,6,Merge Sort,0.011974700028076768,2216,4488,999,10,14272,2.6711996737557206e-06
sorted,500,6,Quick Sort,0.358601399930194,124750,0,999,500,28120,7.99933142588896e-05
sorted,500,7,Heap Sort,0.02445120003540069,7756,4354,4604,9,4724,5.454336008781686e-06
sorted,500,7,Merge Sort,0.010909499949775636,2216,4488,999,10,14272,2.433585195316085e-06
sorted,500,7,Quick Sort,0.406777499942109,124750,0,999,500,28120,9.073997031982797e-05
sorted,500,8,Heap Sort,0.03781650005839765,7756,4354,4604,9,4724,8.435737211097293e-06
sorted,500,8,Merge Sort,0.020013800007291138,2216,4488,999,10,14272,4.464483947384072e-06
sorted,500,8,Quick Sort,0.5272200000472367,124750,0,999,500,28120,0.0001176071123971074
sorted,500,9,Heap Sort,0.06154709996189922,7756,4354,4604,9,4724,1.372932874755616e-05
sorted,500,9,Merge Sort,0.031576700042933226,2216,4488,999,10,14272,7.0438232820193985e-06
sorted,500,9,Quick Sort,0.6941904000705108,124750,0,999,500,28120,0.00015485324608089748
sorted,500,10,Heap Sort,0.042577399988658726,7756,4354,4604,9,4724,9.497752485858169e-06
sorted,500,10,Merge Sort,0.02442750008776784,2216,4488,999,10,14272,5.449049254855787e-06
sorted,500,10,Quick Sort,0.6499501999933273,124750,0,999,500,28120,0.00014498457231571087
sorted,600,1,Heap Sort,0.057112199952825904,9693,5404,5704,10,5588,1.0314104449727999e-05
sorted,600,1,Merge Sort,0.030773999984376132,2660,5576,1199,11,160760,5.557591030234479e-06
sorted,600,1,Quick Sort,1.163632999989204,179700,0,1199,600,186095,0.0002101448081662479
sorted,600,2,Heap Sort,0.04078239994123578,9693,5404,5704,10,5588,7.3650451751451745e-06
sorted,600,2,Merge Sort,0.018131700111553073,2660,5576,1199,11,17136,3.2744711104838097e-06
sorted,600,2,Quick Sort,0.9557610999327153,179700,0,1199,600,38520,0.0001726044491690988
sorted,600,3,Heap Sort,0.029756999923847616,9693,5404,5704,10,154196,5.373927209573832e-06
sorted,600,3,Merge Sort,0.026165499933995306,2660,5576,1199,11,17136,4.725324878423377e-06
sorted,600,3,Quick Sort,4.080420800019056,179700,0,1199,600,38520,0.0007368983573562521
sorted,600,4,Heap Sort,0.07567450008355081,9693,5404,5704,10,5588,1.36663392180198e-05
sorted,600,4,Merge Sort,0.05120710004121065,2660,5576,1199,11,17136,9.247680510100618e-06
sorted,600,4,Quick Sort,2.4788303000386804,179700,0,1199,600,38520,0.0004476611765764155
sorted,600,5,Heap Sort,0.06240659998729825,9693,5404,5704,10,5588,1.1270239828846578e-05
sorted,600,5,Merge Sort,0.41666550002992153,2660,5576,1199,11,165960,7.524717120784129e-05
sorted,600,5,Quick Sort,3.408336600055918,179700,0,1199,600,38520,0.0006155241738515473
sorted,600,6,Heap Sort,0.2108878999715671,9693,5404,5704,10,5588,3.8085029630922294e-05
sorted,600,6,Merge Sort,0.02845710003748536,2660,5576,1199,11,17136,5.139173457955016e-06
sorted,600,6,Quick Sort,3.5975121998926625,179700,0,1199,600,38520,0.0006496880985063108
sorted,600,7,Heap Sort,0.03924499999266118,9693,5404,5704,10,5588,7.087400404610988e-06
sorted,600,7,Merge Sort,0.022079300018958747,2660,5576,1199,11,17136,3.987382849207754e-06
sorted,600,7,Quick Sort,0.6815685000037774,179700,0,1199,600,187680,0.00012308698849790265
sorted,600,8,Heap Sort,0.03518359991721809,9693,5404,5704,10,5588,6.353937070597351e-06
sorted,600,8,Merge Sort,0.020845200051553547,2660,5576,1199,11,17136,3.7645121495019666e-06
sorted,600,8,Quick Sort,0.6644808000419289,179700,0,1199,600,38520,0.00012000105725453093
sorted,600,9,Heap Sort,0.03505429998040199,9693,5404,5704,10,5588,6.330586314458277e-06
sorted,600,9,Merge Sort,0.026837299927137792,2660,5576,1199,11,17136,4.846647735962072e-06
sorted,600,9,Quick Sort,0.7206218999344856,179700,0,1199,600,38520,0.00013013978713523466
sorted,600,10,Heap Sort,0.03221630002371967,9693,5404,5704,10,5588,5.818061354717225e-06
sorted,600,10,Merge Sort,0.017317900084890425,2660,5576,1199,11,17136,3.1275039391417316e-06
sorted,600,10,Quick Sort,0.6981795999454334,179700,0,1199,600,38520,0.00012608684877232084
sorted,700,1,Heap Sort,0.04810230003204197,11674,6488,6838,10,6252,7.270768863507402e-06
sorted,700,1,Merge Sort,0.020439599989913404,3172,6676,1399,11,19344,3.0894906707208433e-06
sorted,700,1,Quick Sort,1.127969600027427,244650,0,1399,700,197134,0.00017049509568979688
sorted,700,2,Heap Sort,0.04030230001080781,11674,6488,6838,10,6388,6.09178163728393e-06
sorted,700,2,Merge Sort,0.024808899965137243,3172,6676,1399,11,19344,3.749920009734148e-06
sorted,700,2,Quick Sort,1.072925699991174,244650,0,1399,700,48920,0.00016217508865805382
sorted,700,3,Heap Sort,0.04153239994775504,11674,6488,6838,10,6388,6.277713958910976e-06
sorted,700,3,Merge Sort,0.021383200073614717,3172,6676,1399,11,19344,3.2321179069155455e-06
sorted,700,3,Quick Sort,4.134904299979098,244650,0,1399,700,197040,0.0006249999151359638
sorted,700,4,Heap Sort,0.11269800004083663,11674,6488,6838,10,6388,1.70345515522262e-05
sorted,700,4,Merge Sort,0.0979081999976188,3172,6676,1399,11,19344,1.479904061865133e-05
sorted,700,4,Quick Sort,3.137384899891913,244650,0,1399,700,48920,0.00047422265521144267
sorted,700,5,Heap Sort,0.1852912000613287,11674,6488,6838,10,6388,2.8007174026822512e-05
sorted,700,5,Merge Sort,0.050619799993000925,3172,6676,1399,11,19344,7.651294541444396e-06
sorted,700,5,Quick Sort,3.724926900002174,244650,0,1399,700,48920,0.0005630309258670861
sorted,700,6,Heap Sort,0.07998909999150783,11674,6488,6838,10,6388,1.2090529085944559e-05
sorted,700,6,Merge Sort,0.04884579998906702,3172,6676,1399,11,19344,7.383150523718159e-06
sorted,700,6,Quick Sort,3.642763000098057,244650,0,1399,700,198080,0.0005506116709722214
sorted,700,7,Heap Sort,0.07650660001672804,11674,6488,6838,10,6388,1.1564141525122567e-05
sorted,700,7,Merge Sort,0.039843900012783706,3172,6676,1399,11,19344,6.022493465399313e-06
sorted,700,7,Quick Sort,2.3155611999100074,244650,0,1399,700,48920,0.0003500021883077683
sorted,700,8,Heap Sort,0.10490710008889437,11674,6488,6838,10,6388,1.5856939821569867e-05
sorted,700,8,Merge Sort,0.058685900061391294,3172,6676,1399,11,19344,8.870503377365376e-06
sorted,700,8,Quick Sort,2.273074100026861,244650,0,1399,700,48920,0.00034358016934557024
sorted,700,9,Heap Sort,0.0441153000574559,11674,6488,6838,10,6388,6.668125013738985e-06
sorted,700,9,Merge Sort,0.043902100063860416,3172,6676,1399,11,19344,6.635899363944663e-06
sorted,700,9,Quick Sort,1.1101370999822393,244650,0,1399,700,48920,0.00016779967393240318
sorted,700,10,Heap Sort,0.05899719998706132,11674,6488,6838,10,6388,8.917557048505137e-06
sorted,700,10,Merge Sort,0.01979849999770522,3172,6676,1399,11,19344,2.992586991299337e-06
sorted,700,10,Quick Sort,1.041057200054638,244650,0,1399,700,198080,0.00015735809452449041
sorted,800,1,Heap Sort,0.04797710001002997,13639,7554,7954,10,7052,6.218609426810455e-06
sorted,800,1,Merge Sort,0.021803700015880167,3728,7776,1599,11,21712,2.8261127585817785e-06
sorted,800,1,Quick Sort,1.5713057999964803,319600,0,1599,800,209432,0.0002036666880286071
sorted,800,2,Heap Sort,0.04348210000898689,13639,7554,7954,10,7188,5.635984604256449e-06
sorted,800,2,Merge Sort,0.024338799994438887,3728,7776,1599,11,21712,3.154702786350787e-06
sorted,800,2,Quick Sort,1.6326263999799266,319600,0,1599,800,59320,0.00021161483122682066
sorted,800,3,Heap Sort,0.08669869997538626,13639,7554,7954,10,7188,1.1237556101690932e-05
sorted,800,3,Merge Sort,0.053522299975156784,3728,7776,1599,11,21712,6.937357178747892e-06
sorted,800,3,Quick Sort,1.7221395999658853,319600,0,1599,800,59320,0.0002232171921269226
sorted,800,4,Heap Sort,0.048806199920363724,13639,7554,7954,10,7188,6.3260742072388536e-06
sorted,800,4,Merge Sort,0.023399799945764244,3728,7776,1599,11,21712,3.0329931675275803e-06
sorted,800,4,Quick Sort,1.53423880005721,319600,0,1599,800,59320,0.00019886220432288623
sorted,800,5,Heap Sort,0.04852850001771003,13639,7554,7954,10,7188,6.290079800905299e-06
sorted,800,5,Merge Sort,0.02622280002105981,3728,7776,1599,11,21712,3.3988997120342222e-06
sorted,800,5,Quick Sort,1.5699405999621376,319600,0,1599,800,208480,0.00020348973598687738
sorted,800,6,Heap Sort,0.05585669993888587,13639,7554,7954,10,7188,7.239933233102091e-06
sorted,800,6,Merge Sort,0.021596300066448748,3728,7776,1599,11,21712,2.799230365098542e-06
sorted,800,6,Quick Sort,1.5763128999387845,319600,0,1599,800,59320,0.0002043156892999571
sorted,800,7,Heap Sort,0.05816230003256351,13639,7554,7954,10,7188,7.5387763577178225e-06
sorted,800,7,Merge Sort,0.03197960008401424,3728,7776,1599,11,21712,4.1450742647326405e-06
sorted,800,7,Quick Sort,1.6284244999988005,319600,0,1599,800,59320,0.00021107019691529114
sorted,800,8,Heap Sort,0.04841130005661398,13639,7554,7954,10,7188,6.274888787218741e-06
sorted,800,8,Merge Sort,0.026604400016367435,3728,7776,1599,11,21712,3.4483612536362516e-06
sorted,800,8,Quick Sort,1.5447694000322372,319600,0,1599,800,59320,0.00020022714068337872
sorted,800,9,Heap Sort,0.14684649999253452,13639,7554,7954,10,7188,1.903368542402082e-05
sorted,800,9,Merge Sort,0.021937799989245832,3728,7776,1599,11,21712,2.843494287651531e-06
sorted,800,9,Quick Sort,1.5023256000131369,319600,0,1599,800,59320,0.0001947257365790611
sorted,800,10,Heap Sort,0.047850799979642034,13639,7554,7954,10,7188,6.202238896715625e-06
sorted,800,10,Merge Sort,0.03278729994781315,3728,7776,1599,11,21712,4.249765252433094e-06
sorted,800,10,Quick Sort,1.6050855999346823,319600,0,1599,800,59320,0.00020804509735904928
sorted,900,1,Heap Sort,0.05817640002351254,15609,8626,9076,10,156268,6.5867012124154795e-06
sorted,900,1,Merge Sort,0.029864500043913722,4304,8876,1799,11,24304,3.3812428848799004e-06
sorted,900,1,Quick Sort,2.293765400070697,404550,0,1799,900,217887,0.00025969890428998967
sorted,900,2,Heap Sort,0.06120959995314479,15609,8626,9076,10,7988,6.9301185026901035e-06
sorted,900,2,Merge Sort,0.0266061999136582,4304,8876,1799,11,24304,3.012339869057441e-06
sorted,900,2,Quick Sort,2.218694300041534,404550,0,1799,900,69720,0.00025119939408689004
sorted,900,3,Heap Sort,0.05395670002326369,15609,8626,9076,10,7988,6.108949012271856e-06
sorted,900,3,Merge Sort,0.024437200045213103,4304,8876,1799,11,24304,2.7667668522079576e-06
sorted,900,3,Quick Sort,2.2657865999499336,404550,0,1799,900,69720,0.00025653115935213034
sorted,900,4,Heap Sort,0.05787050002254546,15609,8626,9076,10,7988,6.552067376247661e-06
sorted,900,4,Merge Sort,0.029711900046095252,4304,8876,1799,11,24304,3.363965593912441e-06
sorted,900,4,Quick Sort,2.2606516999658197,404550,0,1799,900,218880,0.00025594978869431504
sorted,900,5,Heap Sort,0.051655099960044026,15609,8626,9076,10,7988,5.848363071567765e-06
sorted,900,5,Merge Sort,0.026942399912513793,4304,8876,1799,11,24304,3.0504042549455543e-06
sorted,900,5,Quick Sort,2.3242810999508947,404550,0,1799,900,69720,0.0002631538756755923
sorted,900,6,Heap Sort,0.0529395000776276,15609,8626,9076,10,7988,5.993782172926651e-06
sorted,900,6,Merge Sort,0.026418199995532632,4304,8876,1799,11,24304,2.9910546178533235e-06
sorted,900,6,Quick Sort,2.6316081000259146,404550,0,1799,900,69720,0.00029794927592696594
sorted,900,7,Heap Sort,0.055096999974921346,15609,8626,9076,10,7988,6.238053169130396e-06
sorted,900,7,Merge Sort,0.028145499993115664,4304,8876,1799,11,24304,3.1866186091571375e-06
sorted,900,7,Quick Sort,2.320112399989739,404550,0,1799,900,69720,0.00026268189767287566
sorted,900,8,Heap Sort,0.09821930003818125,15609,8626,9076,10,7988,1.1120337153598722e-05
sorted,900,8,Merge Sort,0.028266899986192584,4304,8876,1799,11,24304,3.2003634521048587e-06
sorted,900,8,Quick Sort,2.273875299957581,404550,0,1799,900,218880,0.0002574469576848856
sorted,900,9,Heap Sort,0.06223729997873306,15609,8626,9076,10,7988,7.0464741555288126e-06
sorted,900,9,Merge Sort,0.02690419997088611,4304,8876,1799,11,24304,3.0460792777772942e-06
sorted,900,9,Quick Sort,2.3473211999516934,404550,0,1799,900,69720,0.00026576246360038823
sorted,900,10,Heap Sort,0.05334400001447648,15609,8626,9076,10,7988,6.039579441636776e-06
sorted,900,10,Merge Sort,0.024510700022801757,4304,8876,1799,11,24304,2.775088480760086e-06
sorted,900,10,Quick Sort,2.279161399928853,404550,0,1799,900,69720,0.0002580454471252025
sorted,1000,1,Heap Sort,0.060566000058315694,17583,9708,10208,10,8652,6.077394244979819e-06
sorted,1000,1,Merge Sort,0.03223570005502552,4932,9976,1999,11,27152,3.234637549263243e-06
sorted,1000,1,Quick Sort,3.219574899994768,499500,0,1999,1000,228334,0.00032306287272842923
sorted,1000,2,Heap Sort,0.05917090002913028,17583,9708,10208,10,8788,5.937405259734317e-06
sorted,1000,2,Merge Sort,0.046713999938219786,4932,9976,1999,11,27152,4.6874383996165064e-06
sorted,1000,2,Quick Sort,3.09857369994279,499500,0,1999,1000,229280,0.00031092120915276805
sorted,1000,3,Heap Sort,0.06202040007337928,17583,9708,10208,10,8788,6.223333588389247e-06
sorted,1000,3,Merge Sort,0.02870279992930591,4932,9976,1999,11,27152,2.8801345794210257e-06
